V160001,clinton,trump,pid7,pid3,ideo7,education,income,feeldem,feelrep
402374,0,85,7,(2) 2. Republican,6,10,21,15,85
402379,50,85,4,(3) 3. Independent,,13,25,50,50
402380,0,95,7,(2) 2. Republican,6,11,24,10,75
402384,0,85,6,(2) 2. Republican,7,9,18,0,85
402387,8,6,6,(2) 2. Republican,6,13,18,15,30
402389,2,52,4,(3) 3. Independent,,9,3,50,52
402391,85,2,1,(1) 1. Democrat,2,14,26,72,33
402392,85,0,3,(3) 3. Independent,4,13,11,70,0
402397,99,3,1,(1) 1. Democrat,4,11,13,99,71
402398,0,100,7,(2) 2. Republican,,8,9,30,85
402404,0,80,7,(2) 2. Republican,7,14,22,10,80
402406,40,30,2,(1) 1. Democrat,2,14,23,40,0
402411,0,85,7,(2) 2. Republican,6,13,19,35,90
402413,61,1,1,(1) 1. Democrat,2,12,21,73,27
402416,30,85,6,(2) 2. Republican,5,14,,30,70
402420,70,0,1,(1) 1. Democrat,NA,8,7,70,30
402428,70,0,2,(1) 1. Democrat,3,14,26,70,15
402429,85,0,2,(1) 1. Democrat,,14,27,70,15
402430,0,41,5,(5) 5. Other party SPECIFY,6,13,22,16,31
402432,0,70,6,(2) 2. Republican,6,13,22,0,70
402434,71,1,1,(1) 1. Democrat,NA,13,19,80,0
402435,60,0,3,(3) 3. Independent,4,9,3,70,1
402437,30,100,7,(2) 2. Republican,6,11,1,0,85
402439,,30,2,(1) 1. Democrat,,10,9,85,40
402445,0,70,7,(2) 2. Republican,6,11,14,15,60
402448,40,1,3,(3) 3. Independent,2,14,17,40,13
402451,60,60,7,(2) 2. Republican,4,12,13,70,85
402455,51,1,2,(1) 1. Democrat,2,11,12,35,2
402456,50,30,3,(3) 3. Independent,2,12,25,70,60
402457,71,52,,,4,10,,,
402472,60,60,4,(3) 3. Independent,5,10,19,50,50
402474,40,40,6,(2) 2. Republican,,9,20,40,60
402480,65,0,1,(1) 1. Democrat,2,14,3,65,30
402481,70,15,1,(1) 1. Democrat,NA,11,13,89,62
402486,0,60,6,(2) 2. Republican,6,12,14,,60
402488,71,0,3,(3) 3. Independent,3,9,18,64,29
402491,30,0,1,(1) 1. Democrat,,9,1,60,50
402493,50,50,4,(5) 5. Other party SPECIFY,2,10,2,60,50
402496,0,100,6,(2) 2. Republican,6,9,28,0,0
402497,60,0,4,(3) 3. Independent,1,12,21,60,0
402508,15,0,4,(3) 3. Independent,2,9,23,0,0
402509,0,85,5,(3) 3. Independent,6,13,24,0,15
402510,17,41,5,(3) 3. Independent,4,13,19,31,31
402512,1,51,5,(3) 3. Independent,5,10,1,0,51
402513,64,1,3,(3) 3. Independent,1,14,14,47,11
402514,4,60,6,(2) 2. Republican,5,9,28,30,50
402515,60,70,6,(2) 2. Republican,,10,23,30,40
402517,2,85,7,(2) 2. Republican,6,17,11,0,71
402521,95,0,3,(3) 3. Independent,2,14,20,60,30
402522,69,17,4,(3) 3. Independent,5,9,1,12,7
402525,60,0,2,(1) 1. Democrat,2,12,25,41,8
402526,100,0,1,(1) 1. Democrat,2,11,24,100,50
402529,70,0,2,(1) 1. Democrat,3,9,17,70,50
402530,0,85,6,(2) 2. Republican,5,13,26,40,60
402531,85,16,1,(1) 1. Democrat,3,13,26,91,26
402538,100,0,1,(1) 1. Democrat,NA,9,7,85,50
402539,50,30,4,(3) 3. Independent,3,16,12,60,60
402542,71,0,1,(1) 1. Democrat,3,14,15,98,2
402544,70,2,1,(1) 1. Democrat,2,10,21,65,30
402547,70,30,1,(1) 1. Democrat,4,12,24,70,15
402549,0,61,7,(2) 2. Republican,6,13,22,8,62
402550,17,41,7,(2) 2. Republican,6,14,27,6,61
402552,2,100,6,(2) 2. Republican,,14,,50,75
402553,40,0,3,(3) 3. Independent,2,13,24,55,32
402560,0,100,7,(2) 2. Republican,7,13,11,15,70
402561,40,60,4,(5) 5. Other party SPECIFY,,9,24,30,30
402562,0,85,7,(2) 2. Republican,6,9,1,0,70
402565,16,70,6,(2) 2. Republican,5,14,28,15,85
402566,30,1,1,(1) 1. Democrat,,9,16,60,30
402568,100,1,1,(1) 1. Democrat,2,16,1,100,1
402570,1,61,4,(3) 3. Independent,NA,10,12,51,50
402573,29,1,2,(1) 1. Democrat,3,9,15,60,9
402574,32,61,7,(2) 2. Republican,6,10,12,31,85
402576,50,50,1,(1) 1. Democrat,NA,9,3,,85
402577,70,0,5,(3) 3. Independent,2,16,27,60,15
402582,51,0,4,(3) 3. Independent,,10,11,56,56
402583,40,70,7,(2) 2. Republican,,11,20,40,60
402587,15,60,2,(1) 1. Democrat,,9,7,50,15
402588,0,85,6,(2) 2. Republican,6,10,21,0,60
402590,0,60,4,(5) 5. Other party SPECIFY,NA,9,1,0,0
402594,55,35,3,(3) 3. Independent,4,13,27,55,45
402597,18,71,4,(3) 3. Independent,4,13,12,42,63
402598,55,33,2,(1) 1. Democrat,,10,2,80,33
402602,16,41,6,(2) 2. Republican,5,11,23,16,31
402603,0,0,2,(1) 1. Democrat,,11,11,50,50
402605,70,85,2,(1) 1. Democrat,,9,11,70,85
402612,0,62,6,(2) 2. Republican,6,10,11,9,85
402614,99,0,1,(1) 1. Democrat,,14,,100,0
402615,85,50,1,(1) 1. Democrat,,8,5,85,30
402617,0,85,5,(3) 3. Independent,,11,4,3,70
402620,15,85,5,(3) 3. Independent,5,13,12,15,60
402623,3,70,2,(1) 1. Democrat,4,10,23,40,31
402625,50,0,2,(1) 1. Democrat,,9,2,50,50
402626,0,70,5,(5) 5. Other party SPECIFY,6,12,21,0,60
402628,60,0,1,(1) 1. Democrat,2,14,28,70,0
402629,70,0,3,(3) 3. Independent,2,13,18,85,40
402630,0,30,4,(3) 3. Independent,6,13,3,0,0
402631,30,50,4,(3) 3. Independent,3,10,7,60,50
402635,0,50,4,(3) 3. Independent,,10,23,0,31
402636,15,85,7,(2) 2. Republican,,13,25,0,60
402637,15,70,6,(2) 2. Republican,6,12,28,30,60
402638,70,0,1,(1) 1. Democrat,2,14,,80,10
402642,15,30,6,(2) 2. Republican,6,14,26,15,30
402647,99,0,1,(1) 1. Democrat,2,16,27,99,0
402649,100,0,1,(1) 1. Democrat,2,16,28,100,0
402651,5,85,4,(3) 3. Independent,5,13,25,15,15
402655,,,2,(1) 1. Democrat,6,9,7,100,70
402657,40,40,4,(3) 3. Independent,5,10,24,30,40
402659,85,0,1,(1) 1. Democrat,1,14,17,85,15
402664,85,0,1,(1) 1. Democrat,2,10,26,70,15
402670,85,15,1,(1) 1. Democrat,3,9,21,85,15
402672,100,15,1,(1) 1. Democrat,3,14,28,86,54
402673,85,0,1,(1) 1. Democrat,NA,8,18,85,
402675,15,15,3,(3) 3. Independent,3,13,5,70,40
402679,15,30,5,(3) 3. Independent,5,14,21,15,30
402680,57,1,2,(1) 1. Democrat,NA,13,7,51,51
402681,90,0,1,(1) 1. Democrat,2,14,26,85,2
402682,75,75,4,(3) 3. Independent,4,13,27,63,58
402684,0,93,7,(2) 2. Republican,6,9,19,0,99
402688,50,40,4,(3) 3. Independent,4,10,14,50,31
402690,61,2,5,(3) 3. Independent,,13,12,60,32
402691,15,70,4,(3) 3. Independent,4,12,23,50,50
402692,0,60,3,(3) 3. Independent,3,12,15,40,40
402693,0,85,5,(3) 3. Independent,,13,,0,60
402694,60,5,1,(1) 1. Democrat,2,14,17,60,30
402696,35,97,2,(1) 1. Democrat,5,9,13,,
402698,77,0,2,(1) 1. Democrat,2,14,1,87,0
402699,2,86,5,(3) 3. Independent,6,10,13,2,87
402700,60,24,6,(2) 2. Republican,3,12,28,77,30
402703,17,2,4,(3) 3. Independent,4,11,20,,
402713,50,15,1,(1) 1. Democrat,NA,10,15,85,30
402722,0,82,5,(3) 3. Independent,4,9,15,40,60
402723,60,0,2,(1) 1. Democrat,4,9,11,60,15
402724,0,85,5,(5) 5. Other party SPECIFY,6,9,25,0,60
402725,100,0,1,(1) 1. Democrat,NA,9,15,100,50
402726,30,85,7,(2) 2. Republican,7,14,19,40,60
402727,0,85,4,(3) 3. Independent,2,11,28,10,10
402728,15,60,5,(3) 3. Independent,4,13,24,45,70
402732,12,31,5,(3) 3. Independent,5,13,1,45,45
402733,60,15,1,(1) 1. Democrat,3,10,11,60,15
402734,0,85,7,(2) 2. Republican,6,12,5,0,70
402735,90,0,2,(1) 1. Democrat,2,12,18,90,15
402737,50,50,3,(3) 3. Independent,,10,22,70,30
402742,0,40,6,(2) 2. Republican,5,13,23,40,60
402744,85,0,4,(3) 3. Independent,NA,9,1,60,60
402745,0,90,7,(2) 2. Republican,7,16,27,5,90
402746,85,0,1,(1) 1. Democrat,2,14,1,75,0
402751,100,0,1,(1) 1. Democrat,3,13,21,100,15
402753,0,95,5,(3) 3. Independent,6,13,,0,70
402756,40,60,4,(3) 3. Independent,5,14,14,40,40
402758,60,0,4,(3) 3. Independent,4,16,16,70,15
402759,71,2,4,(3) 3. Independent,3,13,28,49,29
402767,0,100,5,(3) 3. Independent,NA,10,16,1,100
402768,60,0,2,(1) 1. Democrat,2,13,15,60,15
402769,60,30,1,(1) 1. Democrat,5,6,17,60,30
402771,85,1,1,(1) 1. Democrat,NA,9,9,76,0
402773,0,85,7,(2) 2. Republican,6,10,7,0,100
402775,50,0,7,(2) 2. Republican,NA,9,12,41,42
402777,0,60,2,(1) 1. Democrat,,10,22,50,50
402778,70,0,1,(1) 1. Democrat,3,10,23,60,0
402780,60,15,3,(3) 3. Independent,,10,15,40,15
402782,85,0,2,(1) 1. Democrat,NA,10,25,72,23
402783,60,15,2,(1) 1. Democrat,3,13,18,75,30
402785,2,85,5,(3) 3. Independent,6,11,21,31,71
402788,85,0,1,(1) 1. Democrat,4,10,13,70,40
402790,50,51,4,(3) 3. Independent,4,8,12,50,41
402793,40,0,2,(1) 1. Democrat,NA,10,2,85,15
402795,30,0,3,(3) 3. Independent,3,13,21,30,0
402796,0,98,7,(2) 2. Republican,6,9,5,0,62
402800,0,85,5,(3) 3. Independent,6,16,21,15,85
402815,0,100,7,(2) 2. Republican,6,9,12,0,100
402816,93,0,2,(1) 1. Democrat,2,16,11,84,36
402817,0,60,7,(2) 2. Republican,6,13,13,50,50
402818,70,0,3,(3) 3. Independent,3,10,17,70,50
402820,85,60,3,(3) 3. Independent,3,13,7,85,50
402821,70,0,2,(1) 1. Democrat,,14,17,60,15
402822,100,0,1,(1) 1. Democrat,3,13,23,85,0
402823,85,17,2,(1) 1. Democrat,3,13,26,65,10
402825,0,30,5,(3) 3. Independent,6,14,19,15,60
402828,15,0,2,(1) 1. Democrat,3,10,7,50,0
402829,30,60,5,(3) 3. Independent,4,13,22,50,60
402831,15,15,4,(3) 3. Independent,,9,9,15,15
402834,60,40,3,(3) 3. Independent,5,11,21,70,30
402835,0,100,7,(2) 2. Republican,6,13,12,0,100
402836,80,0,4,(3) 3. Independent,3,13,15,15,70
402837,85,2,1,(1) 1. Democrat,,14,28,86,2
402838,1,85,7,(2) 2. Republican,6,10,15,1,86
402839,50,50,2,(1) 1. Democrat,2,11,24,60,60
402847,15,85,7,(2) 2. Republican,,9,16,15,100
402849,30,85,5,(3) 3. Independent,4,10,17,50,75
402850,86,6,1,(1) 1. Democrat,2,12,9,61,2
402856,15,90,2,(1) 1. Democrat,NA,12,20,50,50
402859,1,0,1,(1) 1. Democrat,5,17,23,60,30
402862,0,71,7,(2) 2. Republican,6,13,18,40,86
402865,45,50,2,(1) 1. Democrat,,14,25,50,48
402866,0,100,4,(3) 3. Independent,,7,2,,
402867,0,86,7,(2) 2. Republican,,12,,31,70
402868,70,15,1,(1) 1. Democrat,,3,14,70,52
402870,0,100,7,(2) 2. Republican,7,12,7,21,80
402871,60,15,4,(3) 3. Independent,2,13,17,70,50
402873,16,85,5,(3) 3. Independent,NA,11,5,41,70
402874,0,70,3,(3) 3. Independent,NA,9,1,40,40
402875,85,0,1,(1) 1. Democrat,2,13,22,70,0
402876,40,0,3,(3) 3. Independent,4,9,24,60,30
402878,0,97,7,(2) 2. Republican,6,13,13,30,70
402880,2,17,4,(3) 3. Independent,5,11,21,50,52
402883,100,0,2,(1) 1. Democrat,5,13,26,85,50
402884,70,1,1,(1) 1. Democrat,3,9,11,60,40
402885,85,0,2,(1) 1. Democrat,2,14,27,85,30
402895,85,0,1,(1) 1. Democrat,3,13,24,70,30
402897,60,0,2,(1) 1. Democrat,3,10,18,70,40
402899,82,17,1,(1) 1. Democrat,5,9,7,73,54
402901,30,70,7,(2) 2. Republican,4,11,23,40,70
402902,50,0,1,(1) 1. Democrat,4,9,13,100,50
402904,87,2,2,(1) 1. Democrat,5,10,17,74,51
402905,17,100,5,(3) 3. Independent,,8,18,50,50
402906,0,61,6,(2) 2. Republican,5,13,26,30,62
402907,0,60,6,(2) 2. Republican,3,13,21,15,75
402910,15,5,3,(3) 3. Independent,1,13,26,40,0
402912,15,15,6,(2) 2. Republican,4,16,23,50,50
402917,0,85,7,(2) 2. Republican,NA,9,24,30,70
402919,60,30,3,(3) 3. Independent,3,10,5,40,60
402921,,,4,(5) 5. Other party SPECIFY,,9,3,,
402922,60,0,1,(1) 1. Democrat,,10,15,85,0
402931,,0,1,(1) 1. Democrat,NA,8,1,100,0
402933,60,40,4,(5) 5. Other party SPECIFY,,12,10,70,40
402941,0,85,7,(2) 2. Republican,6,10,19,40,70
402946,85,2,1,(1) 1. Democrat,NA,9,17,84,1
402947,70,15,3,(3) 3. Independent,2,10,17,70,30
402948,40,70,5,(3) 3. Independent,6,7,1,49,49
402950,15,15,4,(3) 3. Independent,4,10,13,50,50
402953,80,0,4,(5) 5. Other party SPECIFY,,10,,80,40
402956,87,0,1,(1) 1. Democrat,3,14,12,73,17
402957,100,0,1,(1) 1. Democrat,NA,9,16,100,0
402958,60,31,2,(1) 1. Democrat,NA,10,14,61,51
402959,0,85,7,(2) 2. Republican,6,13,5,0,60
402960,30,85,7,(2) 2. Republican,,10,19,30,85
402961,0,60,5,(5) 5. Other party SPECIFY,6,12,12,15,60
402965,1,0,4,(3) 3. Independent,3,9,23,51,50
402966,70,0,2,(1) 1. Democrat,4,14,3,60,0
402967,0,70,7,(2) 2. Republican,6,13,1,15,70
402968,15,30,5,(3) 3. Independent,5,10,6,40,60
402969,31,32,7,(2) 2. Republican,6,13,26,31,41
402976,0,85,7,(2) 2. Republican,6,12,,15,60
402979,85,0,1,(1) 1. Democrat,2,13,12,78,0
402983,10,0,4,(3) 3. Independent,,9,1,20,20
402985,0,85,5,(3) 3. Independent,,9,1,15,70
402986,70,15,6,(2) 2. Republican,3,16,27,85,0
402990,60,0,3,(5) 5. Other party SPECIFY,2,15,21,85,15
402996,96,0,2,(1) 1. Democrat,,9,5,,
403001,0,15,4,(3) 3. Independent,NA,10,21,,
403005,71,1,1,(1) 1. Democrat,,14,16,86,42
403006,55,0,1,(1) 1. Democrat,1,8,25,70,0
403007,60,0,2,(1) 1. Democrat,NA,13,19,60,0
403013,0,0,5,(3) 3. Independent,NA,9,21,15,30
403016,30,0,4,(5) 5. Other party SPECIFY,NA,10,12,50,50
403017,15,85,3,(3) 3. Independent,,13,23,70,60
403018,70,0,2,(1) 1. Democrat,,8,,70,15
403021,0,85,7,(2) 2. Republican,,10,23,50,88
403023,67,27,4,(3) 3. Independent,3,14,27,51,56
403025,0,50,2,(1) 1. Democrat,4,13,26,60,15
403027,15,30,6,(2) 2. Republican,,11,13,15,15
403030,90,2,3,(3) 3. Independent,2,14,16,71,15
403032,16,84,7,(2) 2. Republican,6,8,28,17,60
403033,2,61,5,(3) 3. Independent,5,10,28,16,99
403034,33,3,4,(3) 3. Independent,4,12,20,,
403035,100,0,1,(1) 1. Democrat,2,9,13,100,0
403036,59,41,1,(1) 1. Democrat,3,9,18,70,31
403041,92,0,1,(1) 1. Democrat,2,13,12,93,27
403042,30,30,2,(1) 1. Democrat,NA,9,7,70,60
403053,40,40,1,(1) 1. Democrat,4,11,17,40,40
403057,0,60,4,(3) 3. Independent,4,10,11,15,60
403059,95,0,2,(1) 1. Democrat,5,15,25,90,30
403060,30,15,3,(3) 3. Independent,4,13,9,30,15
403064,50,50,6,(2) 2. Republican,NA,10,12,50,50
403071,95,0,1,(1) 1. Democrat,2,14,24,98,0
403076,40,0,2,(1) 1. Democrat,NA,10,11,,
403078,1,60,7,(2) 2. Republican,3,13,17,13,85
403083,0,100,7,(2) 2. Republican,6,10,19,15,70
403088,60,0,3,(3) 3. Independent,,13,25,60,40
403090,85,0,1,(1) 1. Democrat,NA,7,11,85,17
403093,100,0,1,(1) 1. Democrat,2,13,28,85,15
403097,,85,1,(1) 1. Democrat,NA,8,,100,0
403098,60,62,6,(2) 2. Republican,5,11,17,61,42
403100,53,3,3,(3) 3. Independent,NA,9,12,54,52
403101,0,70,4,(3) 3. Independent,NA,9,2,40,40
403105,80,0,2,(1) 1. Democrat,2,14,28,83,0
403108,86,1,1,(1) 1. Democrat,3,8,1,71,16
403111,92,9,1,(1) 1. Democrat,4,4,1,53,5
403113,30,5,6,(2) 2. Republican,5,10,27,10,35
403114,30,70,6,(2) 2. Republican,,12,8,60,70
403115,40,60,6,(2) 2. Republican,6,12,18,30,60
403120,60,40,5,(3) 3. Independent,5,14,22,50,50
403121,40,0,2,(1) 1. Democrat,2,9,21,50,50
403122,39,60,5,(5) 5. Other party SPECIFY,NA,10,15,41,60
403123,70,0,1,(1) 1. Democrat,2,10,18,85,40
403125,15,60,7,(2) 2. Republican,6,9,17,30,85
403128,15,80,6,(2) 2. Republican,2,9,25,50,70
403129,0,0,1,(1) 1. Democrat,2,7,9,100,0
403135,60,0,2,(1) 1. Democrat,3,12,18,65,40
403136,70,3,4,(3) 3. Independent,3,10,7,31,30
403138,1,50,4,(3) 3. Independent,3,15,26,,
403143,85,0,1,(1) 1. Democrat,3,13,24,75,25
403145,15,0,7,(2) 2. Republican,6,13,17,0,60
403148,0,100,7,(2) 2. Republican,,7,6,0,62
403152,15,70,6,(2) 2. Republican,5,10,12,15,60
403154,60,0,1,(1) 1. Democrat,3,12,24,61,40
403155,0,100,2,(1) 1. Democrat,6,13,15,1,100
403159,42,1,4,(3) 3. Independent,4,13,,18,17
403160,0,100,6,(2) 2. Republican,5,13,21,10,60
403164,60,16,2,(1) 1. Democrat,4,9,18,50,50
403166,3,86,5,(3) 3. Independent,4,14,24,31,42
403170,100,15,1,(1) 1. Democrat,4,10,7,85,15
403172,85,15,1,(1) 1. Democrat,3,13,22,70,30
403173,60,15,3,(3) 3. Independent,4,10,16,67,37
403174,0,0,3,(3) 3. Independent,3,13,9,50,50
403175,15,0,2,(1) 1. Democrat,NA,10,8,50,0
403176,1,55,5,(5) 5. Other party SPECIFY,6,13,25,1,30
403178,71,1,1,(1) 1. Democrat,1,13,9,70,0
403181,80,50,3,(5) 5. Other party SPECIFY,3,10,14,50,50
403182,40,0,3,(3) 3. Independent,4,4,11,50,50
403187,50,40,2,(1) 1. Democrat,4,9,19,60,50
403190,40,,5,(3) 3. Independent,,9,13,60,60
403192,75,10,3,(3) 3. Independent,4,13,18,75,10
403195,40,15,1,(1) 1. Democrat,3,9,21,60,30
403203,75,0,2,(1) 1. Democrat,2,14,23,60,20
403211,30,1,5,(3) 3. Independent,,14,28,51,1
403213,0,0,4,(3) 3. Independent,5,13,24,0,0
403214,0,70,6,(2) 2. Republican,6,13,23,0,60
403216,8,88,7,(2) 2. Republican,6,13,3,30,85
403217,85,15,1,(1) 1. Democrat,,3,6,85,50
403219,97,5,2,(1) 1. Democrat,3,9,12,84,14
403220,100,10,1,(1) 1. Democrat,NA,9,1,100,20
403221,100,15,1,(1) 1. Democrat,2,15,28,85,15
403222,0,60,6,(2) 2. Republican,6,13,21,31,80
403226,1,70,7,(2) 2. Republican,6,13,28,16,41
403228,100,0,1,(1) 1. Democrat,2,9,22,100,0
403230,4,93,4,(3) 3. Independent,5,9,11,30,42
403236,98,1,1,(1) 1. Democrat,NA,11,16,95,0
403237,85,15,2,(1) 1. Democrat,6,13,24,70,60
403241,0,100,7,(2) 2. Republican,6,12,25,0,9
403252,15,60,5,(3) 3. Independent,,10,3,15,50
403253,0,100,5,(3) 3. Independent,,7,17,40,70
403259,100,0,4,(3) 3. Independent,,8,5,60,30
403260,,,,,NA,,,,
403265,40,33,4,(3) 3. Independent,5,13,6,51,39
403267,85,15,2,(1) 1. Democrat,,7,7,70,60
403272,0,60,6,(2) 2. Republican,6,10,12,15,70
403273,100,0,1,(1) 1. Democrat,2,10,16,85,0
403277,40,15,5,(3) 3. Independent,3,10,12,50,50
403278,2,61,7,(2) 2. Republican,6,14,24,23,60
403282,85,15,1,(1) 1. Democrat,2,14,28,70,30
403283,1,,6,(2) 2. Republican,4,12,10,7,87
403285,31,51,6,(2) 2. Republican,4,10,6,2,53
403286,40,60,4,(3) 3. Independent,3,10,14,50,48
403287,2,85,6,(2) 2. Republican,7,10,21,1,85
403292,0,0,5,(3) 3. Independent,,11,27,0,30
403293,0,60,4,(3) 3. Independent,6,10,,0,70
403296,42,89,5,(3) 3. Independent,6,10,12,28,74
403297,85,0,1,(1) 1. Democrat,3,13,20,70,15
403298,100,0,2,(1) 1. Democrat,4,9,15,85,50
403302,0,75,7,(2) 2. Republican,6,13,,0,65
403306,93,7,3,(3) 3. Independent,4,13,20,75,18
403307,15,85,7,(2) 2. Republican,,13,9,30,50
403308,60,50,4,(3) 3. Independent,NA,6,7,50,50
403314,15,85,2,(1) 1. Democrat,5,10,6,40,70
403317,0,85,7,(2) 2. Republican,6,11,25,17,71
403318,100,0,4,(3) 3. Independent,,10,15,80,70
403321,85,0,3,,NA,9,,85,50
403322,41,61,7,(2) 2. Republican,5,16,12,50,70
403323,85,0,2,(1) 1. Democrat,2,14,22,70,15
403324,60,0,1,(1) 1. Democrat,NA,12,17,85,15
403330,15,50,4,(3) 3. Independent,7,11,27,15,60
403331,40,15,2,(1) 1. Democrat,2,14,10,40,15
403336,16,85,7,(2) 2. Republican,7,9,14,0,41
403343,50,0,4,(3) 3. Independent,5,9,13,50,50
403345,85,0,2,(1) 1. Democrat,1,15,26,70,0
403347,0,70,5,(3) 3. Independent,4,13,17,0,0
403348,40,85,6,(2) 2. Republican,5,9,14,40,85
403352,85,15,2,(1) 1. Democrat,,10,16,100,30
403353,3,81,7,(2) 2. Republican,6,13,15,2,91
403354,97,0,1,(1) 1. Democrat,2,9,6,100,0
403358,99,7,1,(1) 1. Democrat,3,14,17,98,4
403362,51,50,4,(3) 3. Independent,,10,23,51,50
403367,70,15,1,(1) 1. Democrat,4,9,1,75,45
403368,99,1,1,(1) 1. Democrat,NA,8,5,99,60
403373,0,30,4,(5) 5. Other party SPECIFY,3,13,25,15,40
403374,15,15,2,(1) 1. Democrat,5,12,11,40,30
403376,85,0,3,(3) 3. Independent,4,13,28,76,59
403379,39,61,6,(2) 2. Republican,4,15,28,38,50
403380,60,15,3,(5) 5. Other party SPECIFY,NA,11,8,0,0
403382,0,100,5,(3) 3. Independent,6,10,27,0,40
403383,97,0,1,(1) 1. Democrat,2,14,27,90,0
403384,85,0,1,(1) 1. Democrat,,10,23,100,50
403385,17,,4,(5) 5. Other party SPECIFY,4,12,7,50,50
403386,70,53,3,(3) 3. Independent,5,15,26,61,60
403387,70,15,3,(3) 3. Independent,4,12,12,50,50
403389,31,60,5,(5) 5. Other party SPECIFY,,14,14,50,50
403391,15,100,4,(3) 3. Independent,,13,22,50,50
403392,0,30,2,(1) 1. Democrat,4,10,21,70,0
403394,50,50,6,(2) 2. Republican,4,10,23,,
403396,70,0,1,(1) 1. Democrat,3,13,7,85,15
403399,0,,4,(3) 3. Independent,6,11,1,15,15
403401,60,0,1,(1) 1. Democrat,1,14,19,70,0
403402,0,62,5,(3) 3. Independent,5,10,14,15,72
403404,60,0,1,(1) 1. Democrat,2,14,13,60,15
403406,70,0,1,(1) 1. Democrat,,14,21,85,15
403407,70,50,6,(2) 2. Republican,2,9,3,62,74
403408,70,30,3,(3) 3. Independent,,9,15,85,40
403410,85,0,1,(1) 1. Democrat,NA,12,11,85,31
403411,30,0,5,(3) 3. Independent,5,10,23,15,60
403413,85,15,1,(1) 1. Democrat,3,13,15,85,40
403414,50,70,5,(3) 3. Independent,4,9,13,50,50
403416,85,0,7,(2) 2. Republican,3,13,26,40,30
403418,17,71,6,(2) 2. Republican,6,14,24,18,62
403419,100,0,1,(1) 1. Democrat,2,13,22,85,0
403421,85,0,1,(1) 1. Democrat,2,13,28,70,15
403423,84,0,1,(1) 1. Democrat,NA,10,8,98,0
403424,60,30,2,(1) 1. Democrat,4,10,1,60,40
403427,35,75,2,(1) 1. Democrat,4,10,21,60,80
403430,30,60,4,(3) 3. Independent,4,12,20,60,60
403431,16,84,7,(2) 2. Republican,6,10,24,31,99
403432,60,0,1,(1) 1. Democrat,2,13,17,60,15
403434,100,0,1,(1) 1. Democrat,3,11,9,100,
403442,70,15,3,(3) 3. Independent,4,10,16,100,0
403443,0,85,7,(2) 2. Republican,6,10,11,0,60
403454,2,86,6,(2) 2. Republican,5,9,20,54,85
403457,70,0,2,(1) 1. Democrat,2,13,13,70,40
403458,85,0,4,(3) 3. Independent,,13,23,99,0
403459,0,85,6,(2) 2. Republican,4,11,11,15,85
403460,0,100,7,(2) 2. Republican,7,11,19,15,60
403463,0,100,6,(2) 2. Republican,6,10,13,0,85
403464,50,0,4,(3) 3. Independent,4,9,15,40,30
403470,71,1,1,(1) 1. Democrat,4,9,10,86,17
403471,80,2,1,(1) 1. Democrat,2,13,1,80,0
403474,40,0,4,(3) 3. Independent,4,10,26,60,15
403476,70,30,2,(1) 1. Democrat,NA,14,22,70,40
403478,70,1,3,(3) 3. Independent,3,13,14,72,32
403480,2,61,4,(3) 3. Independent,NA,10,21,50,50
403481,90,0,1,(1) 1. Democrat,1,11,24,85,0
403482,2,0,6,(2) 2. Republican,4,9,3,4,1
403484,3,96,7,(2) 2. Republican,6,13,21,1,41
403491,70,0,2,(1) 1. Democrat,,12,26,56,2
403495,70,2,1,(1) 1. Democrat,2,11,7,63,1
403498,95,0,1,(1) 1. Democrat,4,10,21,80,1
403499,90,0,2,(1) 1. Democrat,2,10,25,80,20
403500,90,0,3,(3) 3. Independent,3,14,27,60,15
403501,2,40,4,(5) 5. Other party SPECIFY,NA,9,23,59,67
403502,70,30,2,(1) 1. Democrat,,9,15,70,40
403503,85,15,1,(1) 1. Democrat,2,13,5,85,30
403505,15,50,7,(2) 2. Republican,6,13,21,40,60
403508,0,70,7,(2) 2. Republican,7,10,11,0,85
403510,40,86,7,(2) 2. Republican,7,13,14,16,41
403511,50,50,4,(3) 3. Independent,NA,9,15,15,15
403512,70,15,3,(3) 3. Independent,2,14,21,70,60
403513,0,85,6,(2) 2. Republican,,13,21,15,50
403515,40,30,6,(2) 2. Republican,4,13,25,60,60
403517,100,0,1,(1) 1. Democrat,2,10,25,100,0
403519,60,61,2,(1) 1. Democrat,3,10,21,62,57
403523,30,0,3,(3) 3. Independent,NA,10,18,40,15
403527,0,75,7,(2) 2. Republican,6,13,17,0,60
403528,60,80,5,(3) 3. Independent,2,10,1,85,50
403535,1,60,5,(3) 3. Independent,NA,13,11,48,60
403537,30,25,3,(3) 3. Independent,4,9,12,70,40
403538,69,0,1,(1) 1. Democrat,2,9,7,68,16
403540,100,15,1,(1) 1. Democrat,NA,9,6,85,60
403541,85,30,1,(1) 1. Democrat,4,13,13,85,15
403546,70,0,1,(1) 1. Democrat,2,14,28,85,
403550,100,1,1,(1) 1. Democrat,,10,22,99,1
403552,70,40,2,(1) 1. Democrat,,10,15,85,50
403553,60,15,3,(3) 3. Independent,,13,27,85,30
403554,5,65,7,(2) 2. Republican,6,10,11,12,73
403560,0,86,6,(2) 2. Republican,NA,11,23,50,50
403563,50,15,4,(5) 5. Other party SPECIFY,4,14,24,50,50
