V160001,clinton,trump,pid7,pid3,ideo7,education,income,feeldem,feelrep
302574,60,50,,,NA,9,1,60,60
302576,40,60,6,(2) 2. Republican,NA,13,19,60,70
302579,0,50,6,(2) 2. Republican,6,9,1,15,60
302580,30,0,3,(3) 3. Independent,3,10,,60,30
302581,0,70,5,(0) 0. No preference (FTF ONLY),5,13,26,15,60
302583,0,100,7,(2) 2. Republican,6,11,17,0,85
302584,50,70,7,(2) 2. Republican,NA,6,1,50,70
302585,70,15,1,(1) 1. Democrat,4,10,17,70,60
302586,50,30,3,(3) 3. Independent,,12,14,60,30
302587,0,60,7,(2) 2. Republican,6,9,12,30,70
302593,60,70,3,(3) 3. Independent,3,11,11,60,85
302595,70,0,1,(1) 1. Democrat,4,9,5,50,15
302602,85,15,2,(1) 1. Democrat,5,13,12,85,30
302604,70,30,2,(1) 1. Democrat,3,10,21,85,50
302606,85,0,1,(1) 1. Democrat,1,15,11,70,15
302610,0,50,5,(5) 5. Other party SPECIFY,7,11,26,0,50
302612,30,60,,(2) 2. Republican,,9,14,60,70
302613,95,96,3,(3) 3. Independent,NA,6,11,90,90
302614,70,0,1,(1) 1. Democrat,3,13,24,60,30
302615,15,85,6,(2) 2. Republican,6,10,5,60,70
302621,85,70,3,(3) 3. Independent,,9,11,85,70
302626,0,70,7,(2) 2. Republican,,10,17,15,70
302627,15,60,2,(1) 1. Democrat,4,9,19,85,60
302629,0,50,5,(3) 3. Independent,,9,15,50,50
302632,85,0,,,NA,8,1,40,50
302634,85,0,1,(1) 1. Democrat,4,8,,85,15
302639,15,85,7,(2) 2. Republican,4,13,21,30,85
302643,60,40,5,(3) 3. Independent,4,13,22,60,60
302645,100,0,,(5) 5. Other party SPECIFY,4,10,11,,
302648,50,15,3,(3) 3. Independent,NA,9,7,50,0
302651,70,0,3,(3) 3. Independent,3,10,17,70,40
302652,70,15,2,(1) 1. Democrat,,13,18,70,30
302653,15,85,7,(2) 2. Republican,6,13,26,30,70
302657,60,70,6,(2) 2. Republican,5,13,23,60,70
302659,25,25,4,(3) 3. Independent,,10,13,50,50
302660,30,60,6,(2) 2. Republican,5,13,26,40,60
302661,0,70,7,(2) 2. Republican,,11,13,50,70
302664,0,60,7,(2) 2. Republican,6,13,1,0,70
302665,50,50,4,(5) 5. Other party SPECIFY,NA,6,1,30,50
302667,60,0,2,(1) 1. Democrat,2,14,26,60,30
302669,65,35,2,(1) 1. Democrat,2,12,1,45,35
302671,0,100,7,(2) 2. Republican,6,12,11,15,85
302673,60,0,4,(3) 3. Independent,NA,10,16,,
302675,30,40,4,(5) 5. Other party SPECIFY,3,13,15,0,0
302678,70,0,1,(1) 1. Democrat,NA,9,26,70,0
302679,30,40,6,(2) 2. Republican,NA,13,27,40,40
302680,20,75,7,(2) 2. Republican,NA,9,1,25,75
302684,30,70,6,(2) 2. Republican,5,9,16,50,70
302699,0,85,5,(3) 3. Independent,6,13,27,15,50
302707,0,85,5,(3) 3. Independent,7,9,1,0,60
302709,85,0,2,(1) 1. Democrat,3,13,17,70,40
302710,30,60,2,(1) 1. Democrat,NA,10,22,40,40
302713,0,100,5,(3) 3. Independent,NA,10,28,0,70
302714,0,85,7,(2) 2. Republican,6,9,1,0,70
302717,15,50,7,(2) 2. Republican,6,9,15,15,60
302719,40,40,7,(2) 2. Republican,,10,7,30,60
302720,85,0,2,(1) 1. Democrat,NA,9,3,70,0
302722,70,0,1,(1) 1. Democrat,2,13,20,65,30
302723,15,40,7,(2) 2. Republican,4,4,7,50,85
302724,60,0,3,(3) 3. Independent,4,7,5,70,15
302726,0,85,5,(3) 3. Independent,6,14,25,0,30
302730,100,30,2,(1) 1. Democrat,2,13,21,85,30
302731,100,0,1,(1) 1. Democrat,,11,24,100,50
302733,30,30,7,(2) 2. Republican,5,13,25,30,30
302734,40,30,4,(3) 3. Independent,,9,22,40,40
302736,15,85,3,(3) 3. Independent,NA,6,9,,
302739,30,50,6,(2) 2. Republican,5,13,28,15,40
302741,40,40,4,(3) 3. Independent,NA,8,1,50,50
302746,15,85,7,(2) 2. Republican,5,13,17,40,70
302751,40,70,4,(3) 3. Independent,,13,,50,50
302752,70,40,3,(3) 3. Independent,3,10,12,70,30
302754,60,0,3,(3) 3. Independent,4,13,5,70,40
302755,50,0,3,(3) 3. Independent,2,13,20,55,45
302757,0,60,6,(2) 2. Republican,7,11,14,40,70
302760,60,0,4,(3) 3. Independent,NA,10,8,50,50
302761,85,60,1,(1) 1. Democrat,4,9,5,60,50
302764,85,30,1,(1) 1. Democrat,2,12,11,70,50
302765,0,60,5,(5) 5. Other party SPECIFY,7,10,19,0,30
302770,0,70,5,(0) 0. No preference (FTF ONLY),5,13,7,40,60
302771,0,40,4,(5) 5. Other party SPECIFY,5,13,13,0,30
302774,85,15,2,(1) 1. Democrat,5,15,19,70,30
302779,60,0,1,(1) 1. Democrat,1,11,5,70,0
302781,30,60,5,(3) 3. Independent,4,9,17,50,50
302782,0,70,5,(3) 3. Independent,,9,25,15,60
302785,100,0,1,(1) 1. Democrat,4,9,21,100,0
302786,0,15,7,(2) 2. Republican,6,12,7,15,60
302787,70,30,1,(1) 1. Democrat,NA,9,8,100,30
302790,0,85,7,(2) 2. Republican,NA,9,9,0,85
302791,0,70,6,(2) 2. Republican,6,10,27,15,60
302793,40,0,2,(1) 1. Democrat,3,13,1,40,30
302795,40,70,4,(3) 3. Independent,NA,11,17,40,60
302798,60,0,4,(0) 0. No preference (FTF ONLY),NA,7,1,30,30
302800,85,0,1,(1) 1. Democrat,2,14,26,70,40
302805,100,0,1,(1) 1. Democrat,NA,7,8,50,50
302806,40,0,4,(3) 3. Independent,3,9,22,40,40
302809,100,0,1,(1) 1. Democrat,2,12,20,100,15
302810,40,0,2,(1) 1. Democrat,2,13,22,70,30
302812,85,0,4,(3) 3. Independent,2,11,3,70,50
302813,100,0,1,(1) 1. Democrat,,12,11,100,15
302815,0,100,4,(3) 3. Independent,4,10,13,0,100
302816,0,85,5,(3) 3. Independent,6,9,23,0,0
302821,50,60,5,(3) 3. Independent,4,9,19,50,50
302830,70,60,3,(3) 3. Independent,2,11,14,70,70
302835,70,0,3,(3) 3. Independent,2,12,,60,30
302836,85,0,1,(1) 1. Democrat,2,15,23,60,30
302840,75,0,1,(1) 1. Democrat,1,1,21,65,10
302841,75,60,,,4,10,12,70,70
302843,0,85,6,(2) 2. Republican,6,15,1,15,60
302844,100,0,1,(1) 1. Democrat,,9,2,85,30
302850,60,0,3,(3) 3. Independent,2,12,25,60,0
302851,0,85,6,(2) 2. Republican,NA,11,21,30,70
302852,15,0,6,(2) 2. Republican,,14,23,30,30
302856,50,0,1,(1) 1. Democrat,,11,16,100,0
302861,40,50,2,(1) 1. Democrat,4,9,14,0,0
302864,30,0,6,(2) 2. Republican,5,14,26,40,60
302865,85,0,1,(1) 1. Democrat,1,14,20,100,15
302866,0,70,6,(2) 2. Republican,3,10,22,40,40
302867,15,50,6,(2) 2. Republican,NA,9,1,40,70
302871,30,70,5,(3) 3. Independent,2,10,8,40,60
302872,0,40,6,(2) 2. Republican,,13,27,30,60
302873,0,15,5,(3) 3. Independent,6,10,21,0,15
302874,0,100,7,(2) 2. Republican,6,10,24,0,100
302876,90,0,1,(1) 1. Democrat,3,16,27,75,10
302877,40,60,5,(3) 3. Independent,,9,25,50,50
302878,0,0,7,(2) 2. Republican,6,13,14,15,15
302880,70,0,1,(1) 1. Democrat,2,16,16,85,50
400002,71,2,4,(3) 3. Independent,4,11,22,51,50
400004,50,,4,(3) 3. Independent,3,9,13,53,54
400006,85,0,6,(2) 2. Republican,4,12,21,50,40
400007,70,0,1,(1) 1. Democrat,2,10,23,85,40
400009,42,50,3,(5) 5. Other party SPECIFY,NA,10,10,56,40
400015,70,0,1,(1) 1. Democrat,2,9,15,99,10
400016,90,0,1,(1) 1. Democrat,2,13,11,80,0
400017,0,100,7,(2) 2. Republican,7,9,19,0,70
400018,85,0,1,(1) 1. Democrat,NA,10,26,70,15
400021,60,0,4,(3) 3. Independent,2,10,1,60,70
400028,85,0,2,(1) 1. Democrat,4,13,24,85,30
400033,15,48,4,(3) 3. Independent,NA,9,1,39,57
400035,15,60,7,(2) 2. Republican,6,13,25,0,60
400039,0,71,5,(3) 3. Independent,6,10,11,0,40
400041,2,91,5,(3) 3. Independent,6,14,22,10,69
400044,0,70,5,(3) 3. Independent,5,10,20,30,70
400045,80,0,1,(1) 1. Democrat,,10,9,100,0
400050,90,0,1,(1) 1. Democrat,3,16,25,85,10
400052,2,77,7,(2) 2. Republican,6,12,24,1,70
400053,0,85,5,(3) 3. Independent,,10,24,0,40
400054,0,60,7,(2) 2. Republican,6,13,18,0,100
400055,30,0,4,(3) 3. Independent,4,11,15,60,15
400056,76,3,3,(3) 3. Independent,3,10,14,61,32
400059,30,15,7,(2) 2. Republican,3,13,24,85,70
400062,0,100,1,(1) 1. Democrat,NA,9,14,100,50
400075,85,2,1,(1) 1. Democrat,4,10,10,86,50
400076,15,70,7,(2) 2. Republican,6,13,25,30,70
400080,0,85,5,(3) 3. Independent,6,10,22,0,70
400086,30,40,1,(1) 1. Democrat,NA,10,9,60,30
400089,0,15,5,(3) 3. Independent,5,14,23,15,50
400090,99,4,3,(3) 3. Independent,4,14,27,72,53
400093,96,54,3,(3) 3. Independent,3,12,13,90,71
400095,60,15,4,(3) 3. Independent,,14,23,40,40
400096,0,100,6,(2) 2. Republican,NA,7,8,0,70
400098,0,70,7,(2) 2. Republican,6,10,15,15,70
400099,85,0,1,(1) 1. Democrat,4,8,5,85,40
400102,0,85,6,(2) 2. Republican,4,9,21,60,100
400103,91,1,1,(1) 1. Democrat,4,10,4,88,21
400108,15,60,4,(3) 3. Independent,NA,6,12,60,60
400109,30,0,4,(3) 3. Independent,4,15,26,50,50
400112,72,5,3,(3) 3. Independent,4,13,9,63,45
400113,0,0,6,(2) 2. Republican,4,16,27,50,50
400119,62,0,4,(3) 3. Independent,5,13,,60,48
400120,0,50,4,(5) 5. Other party SPECIFY,NA,11,5,0,30
400121,30,0,4,(5) 5. Other party SPECIFY,4,10,13,0,0
400124,85,,1,(1) 1. Democrat,,9,15,85,40
400126,100,0,1,(1) 1. Democrat,4,13,9,100,0
400130,16,65,6,(2) 2. Republican,3,12,21,2,72
400131,100,0,1,(1) 1. Democrat,4,10,24,100,0
400132,85,0,1,(1) 1. Democrat,3,9,2,60,0
400133,70,0,6,(2) 2. Republican,5,16,,40,70
400134,40,30,6,(2) 2. Republican,4,13,,60,
400135,0,100,6,(2) 2. Republican,2,6,16,0,100
400136,40,60,6,(2) 2. Republican,5,13,21,50,50
400143,0,0,4,(3) 3. Independent,NA,10,3,0,0
400144,95,0,1,(1) 1. Democrat,1,9,22,93,0
400147,75,0,4,(3) 3. Independent,4,13,22,65,35
400154,100,0,1,(1) 1. Democrat,2,13,7,85,15
400158,65,0,2,(1) 1. Democrat,1,12,7,70,0
400165,100,60,1,(1) 1. Democrat,NA,10,,100,0
400172,60,85,4,(3) 3. Independent,4,10,14,60,70
400174,60,15,2,(1) 1. Democrat,3,15,1,60,30
400175,15,62,7,(2) 2. Republican,6,10,24,15,70
400176,35,45,6,(2) 2. Republican,5,14,28,0,0
400177,100,0,1,(1) 1. Democrat,NA,11,17,85,30
400181,25,0,3,(3) 3. Independent,2,10,22,60,5
400183,2,51,6,(2) 2. Republican,4,14,27,30,51
400185,0,85,7,(2) 2. Republican,6,13,15,51,85
400187,86,0,1,(1) 1. Democrat,,11,1,82,52
400188,20,90,5,(5) 5. Other party SPECIFY,,12,1,10,65
400189,0,70,7,(2) 2. Republican,6,9,11,15,70
400191,40,30,6,(2) 2. Republican,5,13,21,40,40
400194,60,15,1,(1) 1. Democrat,3,11,7,85,30
400195,40,85,6,(2) 2. Republican,5,14,15,40,85
400198,15,70,7,(2) 2. Republican,6,10,11,30,70
400200,70,0,1,(1) 1. Democrat,4,10,13,60,60
400204,0,70,6,(2) 2. Republican,6,13,24,30,60
400208,0,70,6,(2) 2. Republican,5,12,25,15,85
400213,2,100,4,(3) 3. Independent,4,9,17,1,51
400214,10,60,6,(2) 2. Republican,6,13,15,10,60
400223,15,0,4,(3) 3. Independent,NA,8,5,60,50
400224,85,40,2,(1) 1. Democrat,4,9,13,60,60
400230,70,0,6,(2) 2. Republican,4,10,21,70,85
400232,0,86,7,(2) 2. Republican,6,12,22,16,59
400234,0,75,5,(3) 3. Independent,6,9,5,16,50
400236,30,15,2,(1) 1. Democrat,7,17,7,30,30
400237,15,70,6,(2) 2. Republican,NA,10,12,15,70
400241,60,24,4,(3) 3. Independent,,9,20,50,50
400243,85,0,1,(1) 1. Democrat,2,12,,85,0
400244,0,85,7,(2) 2. Republican,6,14,11,0,60
400245,0,100,7,(2) 2. Republican,7,13,21,0,100
400247,31,41,6,(2) 2. Republican,,10,25,16,15
400248,40,15,4,(5) 5. Other party SPECIFY,NA,9,15,60,30
400251,0,100,7,(2) 2. Republican,6,10,23,0,100
400255,0,100,7,(2) 2. Republican,NA,13,26,0,100
400259,16,61,4,(3) 3. Independent,NA,10,18,15,49
400262,71,1,1,(1) 1. Democrat,2,14,24,92,31
400266,60,30,5,(5) 5. Other party SPECIFY,4,13,15,50,30
400268,10,0,6,(2) 2. Republican,5,16,28,30,20
400269,60,30,2,(1) 1. Democrat,4,13,,50,50
400271,70,15,6,(2) 2. Republican,4,14,24,60,30
400274,51,72,2,(1) 1. Democrat,3,9,21,71,61
400275,70,0,4,(3) 3. Independent,3,13,19,60,20
400277,40,60,4,(3) 3. Independent,NA,10,1,50,50
400278,30,2,2,(1) 1. Democrat,4,13,21,73,39
400279,30,30,6,(2) 2. Republican,6,10,21,40,40
400281,1,30,5,(3) 3. Independent,5,9,7,14,31
400282,0,0,5,(3) 3. Independent,6,13,,30,60
400283,50,70,5,(3) 3. Independent,5,10,,50,70
400285,60,0,1,(1) 1. Democrat,3,16,23,60,15
400289,0,0,4,(3) 3. Independent,,12,1,0,0
400290,85,30,1,(1) 1. Democrat,5,10,5,100,15
400296,0,100,7,(2) 2. Republican,7,10,20,0,100
400302,0,85,7,(2) 2. Republican,6,9,17,30,60
400304,85,0,1,(1) 1. Democrat,,10,5,100,40
400305,85,0,2,(1) 1. Democrat,2,11,28,90,60
400306,20,60,5,(5) 5. Other party SPECIFY,6,13,24,0,40
400308,60,60,1,(1) 1. Democrat,2,14,23,85,0
400312,0,0,6,(2) 2. Republican,6,10,15,40,70
400315,60,0,3,(3) 3. Independent,NA,10,11,50,50
400317,2,70,7,(2) 2. Republican,6,13,13,1,61
400318,70,0,1,(1) 1. Democrat,3,14,27,70,30
400320,60,0,6,(2) 2. Republican,4,12,20,50,15
400321,30,40,6,(2) 2. Republican,5,16,20,40,60
400324,85,60,1,(1) 1. Democrat,4,11,22,70,40
400330,85,40,3,(3) 3. Independent,NA,14,17,95,65
400334,15,70,4,(3) 3. Independent,,13,14,30,40
400339,5,49,7,(2) 2. Republican,4,13,27,2,30
400342,0,85,7,(2) 2. Republican,6,13,26,15,70
400344,0,100,7,(2) 2. Republican,4,9,20,0,70
400346,15,0,4,(5) 5. Other party SPECIFY,4,8,12,30,0
400347,40,0,1,(1) 1. Democrat,2,12,9,40,0
400349,70,0,1,(1) 1. Democrat,,13,17,70,0
400350,30,40,1,(1) 1. Democrat,,8,18,70,0
400351,70,0,3,(3) 3. Independent,4,9,15,70,0
400352,81,16,1,(1) 1. Democrat,2,14,25,79,26
400355,70,0,2,(1) 1. Democrat,3,13,25,70,40
400357,0,90,4,(3) 3. Independent,,11,23,50,50
400360,30,30,1,(1) 1. Democrat,2,14,21,70,15
400362,85,0,1,(1) 1. Democrat,1,14,21,85,15
400367,15,40,4,(3) 3. Independent,4,13,19,30,30
400371,15,40,3,(3) 3. Independent,3,13,23,50,0
400374,60,0,5,(3) 3. Independent,3,10,5,51,51
400375,80,0,1,(1) 1. Democrat,,15,27,70,0
400376,85,0,4,(3) 3. Independent,NA,9,,,
400377,2,60,7,(2) 2. Republican,6,14,25,15,71
400379,0,85,5,(5) 5. Other party SPECIFY,6,14,26,15,60
400380,85,0,3,(3) 3. Independent,3,10,1,100,0
400382,70,1,1,(1) 1. Democrat,1,14,13,77,1
400385,85,15,1,(1) 1. Democrat,5,9,15,70,40
400387,0,0,4,(3) 3. Independent,NA,5,3,50,50
400388,85,0,3,(3) 3. Independent,,13,19,85,0
400394,0,60,7,(2) 2. Republican,6,13,,0,40
400397,0,100,7,(2) 2. Republican,,12,19,0,70
400399,1,50,5,(5) 5. Other party SPECIFY,6,10,,2,31
400400,60,40,2,(1) 1. Democrat,,16,3,96,49
400401,100,0,4,(3) 3. Independent,,13,13,70,0
400402,40,30,4,(3) 3. Independent,3,14,16,40,40
400404,0,65,7,(2) 2. Republican,6,13,22,4,73
400406,0,85,7,(2) 2. Republican,5,13,21,15,60
400408,40,2,4,(3) 3. Independent,3,10,7,,
400411,0,70,7,(2) 2. Republican,,9,27,0,85
400416,15,30,6,(2) 2. Republican,5,13,25,15,60
400417,40,40,3,(5) 5. Other party SPECIFY,NA,10,15,70,40
400418,40,50,2,(1) 1. Democrat,4,14,,51,51
400424,40,15,2,(1) 1. Democrat,NA,13,22,15,0
400426,0,60,3,(3) 3. Independent,NA,10,11,50,50
400428,67,0,4,(3) 3. Independent,,13,18,65,60
400439,0,85,7,(2) 2. Republican,6,10,24,2,72
400440,15,0,2,(1) 1. Democrat,3,9,19,50,40
400441,50,15,4,(3) 3. Independent,NA,10,2,50,50
400442,85,0,1,(1) 1. Democrat,NA,9,17,85,15
400444,100,0,1,(1) 1. Democrat,3,10,4,100,0
400449,60,30,2,(1) 1. Democrat,,13,14,30,30
400451,30,70,5,(3) 3. Independent,5,14,26,30,60
400458,100,0,1,(1) 1. Democrat,1,13,21,85,0
400459,50,0,2,(1) 1. Democrat,,11,11,60,30
400460,40,70,2,(1) 1. Democrat,,16,18,60,70
400464,50,0,2,(1) 1. Democrat,,14,25,60,30
400465,61,40,3,(3) 3. Independent,,10,15,45,45
400466,23,0,3,(3) 3. Independent,2,10,27,55,25
400471,85,0,2,(1) 1. Democrat,3,13,24,70,40
400473,15,42,5,(3) 3. Independent,4,10,24,41,72
400481,85,15,3,(3) 3. Independent,3,14,19,85,30
400487,69,30,3,(3) 3. Independent,,13,17,61,40
400490,60,0,2,(1) 1. Democrat,,11,19,70,40
400494,0,100,7,(2) 2. Republican,7,11,18,0,100
400496,1,60,4,(3) 3. Independent,5,13,22,30,56
400497,15,60,7,(2) 2. Republican,,13,26,70,85
400498,0,100,5,(3) 3. Independent,5,14,26,0,40
400499,0,100,4,(3) 3. Independent,6,17,15,42,61
400500,70,0,4,(3) 3. Independent,4,13,,60,0
400501,30,30,5,(3) 3. Independent,4,14,18,30,30
400503,0,100,7,(2) 2. Republican,6,10,7,0,85
400504,100,0,1,(1) 1. Democrat,4,13,12,100,0
400505,85,0,1,(1) 1. Democrat,1,9,13,100,0
400509,87,30,3,(3) 3. Independent,3,13,17,85,16
400514,100,0,1,(1) 1. Democrat,2,9,2,100,0
400517,0,0,5,(3) 3. Independent,6,15,21,1,71
400523,62,15,4,(3) 3. Independent,4,14,8,62,30
400528,85,0,1,(1) 1. Democrat,7,13,1,85,0
400530,70,0,1,(1) 1. Democrat,3,13,24,70,0
400531,5,60,5,(3) 3. Independent,5,15,17,5,15
400532,0,100,7,(2) 2. Republican,,9,21,0,70
400533,0,55,4,(5) 5. Other party SPECIFY,6,13,1,,65
400534,15,85,1,(1) 1. Democrat,,8,1,50,50
400535,50,30,4,(3) 3. Independent,,9,24,40,30
400536,50,50,4,(3) 3. Independent,5,9,12,50,60
400542,85,85,6,(2) 2. Republican,5,9,28,30,40
400543,40,0,1,(1) 1. Democrat,2,15,24,30,15
400544,0,70,7,(2) 2. Republican,,14,14,2,86
400546,70,0,4,(3) 3. Independent,,9,26,70,0
400549,61,86,5,(3) 3. Independent,4,9,6,16,70
400551,72,2,1,(1) 1. Democrat,2,14,15,86,63
400553,18,60,5,(3) 3. Independent,5,10,11,31,61
400557,0,60,7,(2) 2. Republican,5,13,11,15,85
400560,15,70,7,(2) 2. Republican,5,10,11,30,85
400561,30,50,1,(1) 1. Democrat,NA,9,27,40,70
400563,0,100,6,(2) 2. Republican,4,9,15,,
400564,60,15,2,(1) 1. Democrat,4,13,28,70,30
400565,0,100,6,(2) 2. Republican,5,10,15,0,40
400566,85,0,3,(3) 3. Independent,3,14,15,70,0
400567,30,30,2,(1) 1. Democrat,4,9,,50,50
400572,100,0,1,(1) 1. Democrat,6,9,7,100,15
400573,85,70,1,(1) 1. Democrat,3,10,6,80,30
400576,50,71,7,(2) 2. Republican,,11,3,1,16
400578,85,70,7,(2) 2. Republican,,10,11,60,85
400583,0,100,5,(3) 3. Independent,6,13,7,15,85
400587,0,100,7,(2) 2. Republican,,10,,0,100
400588,0,0,4,(3) 3. Independent,3,10,,30,30
400591,30,0,4,(3) 3. Independent,,9,3,40,40
400592,2,85,7,(2) 2. Republican,7,14,25,16,72
400594,0,60,4,(5) 5. Other party SPECIFY,4,13,2,0,0
400596,85,0,1,(1) 1. Democrat,4,9,23,92,0
400598,0,0,2,(1) 1. Democrat,3,13,11,100,30
400600,15,60,5,(3) 3. Independent,5,13,7,60,60
400603,2,84,7,(2) 2. Republican,6,13,17,14,69
400604,40,40,5,(3) 3. Independent,6,15,1,30,70
400605,15,30,5,(3) 3. Independent,5,14,26,30,75
400607,0,60,4,(3) 3. Independent,6,12,10,15,15
400609,70,15,2,(1) 1. Democrat,6,13,14,70,40
400614,85,0,1,(1) 1. Democrat,NA,8,1,89,2
400618,0,40,2,(1) 1. Democrat,5,13,,15,15
400627,70,0,3,(3) 3. Independent,4,13,24,70,15
400628,1,99,7,(2) 2. Republican,,10,13,0,60
400629,0,100,4,(3) 3. Independent,NA,6,3,0,30
400630,2,99,7,(2) 2. Republican,6,10,12,0,100
400636,70,85,1,(1) 1. Democrat,4,11,9,50,50
400637,15,0,2,(1) 1. Democrat,NA,9,4,60,50
400648,15,85,6,(2) 2. Republican,2,9,12,15,60
400649,0,85,5,(3) 3. Independent,6,12,17,30,60
400651,70,0,2,(1) 1. Democrat,3,15,28,85,30
400653,85,0,2,(1) 1. Democrat,NA,12,19,85,40
400654,89,2,1,(1) 1. Democrat,4,10,23,83,1
400657,85,0,1,(1) 1. Democrat,2,16,22,85,30
400658,87,1,1,(1) 1. Democrat,2,13,25,75,0
400660,60,0,3,(3) 3. Independent,4,11,1,70,15
400663,40,10,4,(5) 5. Other party SPECIFY,4,13,15,40,20
400667,39,100,6,(2) 2. Republican,NA,11,13,54,54
400668,0,60,4,(3) 3. Independent,4,14,21,15,15
400669,85,50,1,(1) 1. Democrat,,9,17,85,60
400671,0,70,6,(2) 2. Republican,5,13,1,30,70
400677,42,16,4,(3) 3. Independent,3,9,22,55,46
400678,49,0,1,(1) 1. Democrat,,12,21,70,16
400679,100,1,1,(1) 1. Democrat,4,13,18,93,26
400680,19,1,3,(3) 3. Independent,3,11,1,60,0
400683,70,0,1,(1) 1. Democrat,4,10,22,60,0
400685,0,70,7,(2) 2. Republican,,11,1,30,100
400686,85,50,6,(2) 2. Republican,6,16,22,70,
400689,50,,2,(1) 1. Democrat,,9,15,50,15
400691,70,40,1,(1) 1. Democrat,4,13,8,84,50
400693,50,40,2,(1) 1. Democrat,NA,12,17,50,15
400696,4,100,6,(2) 2. Republican,4,6,3,15,89
400697,31,70,6,(2) 2. Republican,5,14,26,50,49
400699,85,50,1,(1) 1. Democrat,5,9,11,100,50
400703,4,73,7,(2) 2. Republican,6,16,23,3,61
400704,0,70,5,(3) 3. Independent,,12,28,,
400705,2,41,7,(2) 2. Republican,5,10,27,1,85
400706,6,80,5,(3) 3. Independent,5,10,15,38,54
400707,0,81,5,(3) 3. Independent,6,10,5,16,87
400708,92,6,1,(1) 1. Democrat,4,10,6,71,30
400712,0,86,4,(3) 3. Independent,5,12,23,3,30
400717,30,30,4,(3) 3. Independent,,9,23,50,50
400719,71,1,2,(1) 1. Democrat,1,14,27,59,32
400727,2,85,5,(3) 3. Independent,5,14,28,14,54
400728,87,1,3,(3) 3. Independent,,16,25,59,0
400732,61,61,4,(3) 3. Independent,4,9,7,45,48
400733,0,41,6,(2) 2. Republican,4,12,5,30,70
400735,0,100,6,(2) 2. Republican,7,14,21,0,70
400737,0,70,7,(2) 2. Republican,5,14,,0,70
400738,30,40,4,(3) 3. Independent,2,10,11,40,60
400739,85,50,1,(1) 1. Democrat,NA,10,1,85,50
400740,71,8,3,(3) 3. Independent,2,13,13,85,18
400742,40,15,2,(1) 1. Democrat,4,13,27,85,60
400745,40,70,7,(2) 2. Republican,4,9,19,50,65
400750,0,90,7,(2) 2. Republican,7,10,26,0,85
400753,30,70,7,(2) 2. Republican,6,9,14,40,85
400755,80,0,2,(1) 1. Democrat,3,10,13,60,30
400756,51,5,2,(1) 1. Democrat,4,12,7,74,32
400757,100,100,1,(1) 1. Democrat,NA,9,1,100,100
400758,1,85,7,(2) 2. Republican,5,13,17,16,70
400759,15,30,5,(3) 3. Independent,4,10,13,40,60
400764,30,40,7,(2) 2. Republican,3,10,18,0,70
400765,5,100,3,(3) 3. Independent,4,9,15,87,2
400766,0,60,4,(5) 5. Other party SPECIFY,,15,21,0,0
400768,99,0,1,(1) 1. Democrat,1,13,28,75,15
400772,15,0,6,(2) 2. Republican,3,15,28,40,30
400773,100,0,1,(1) 1. Democrat,,9,3,100,50
400775,87,0,3,(3) 3. Independent,1,14,3,65,2
400777,2,80,3,(3) 3. Independent,5,9,15,10,15
400780,1,1,4,(3) 3. Independent,,9,13,7,16
400783,16,0,7,(2) 2. Republican,4,14,,32,71
400788,0,100,7,(2) 2. Republican,6,8,16,0,85
400789,85,0,1,(1) 1. Democrat,,9,15,86,0
400796,0,85,7,(2) 2. Republican,6,9,13,15,85
400798,70,0,1,(1) 1. Democrat,3,14,28,80,15
400802,85,0,1,(1) 1. Democrat,4,12,8,100,0
400806,14,61,4,(3) 3. Independent,,,,45,50
400809,100,0,1,(1) 1. Democrat,NA,9,12,85,15
400815,56,5,3,(3) 3. Independent,3,10,17,62,18
400820,40,15,2,(1) 1. Democrat,4,13,23,85,40
400823,60,50,4,(3) 3. Independent,,12,12,50,60
400829,0,100,7,(2) 2. Republican,,9,13,0,90
400831,40,,7,(2) 2. Republican,,13,15,40,60
400833,30,0,1,(1) 1. Democrat,2,14,17,70,50
400834,53,0,2,(1) 1. Democrat,4,10,7,51,51
400836,85,0,1,(1) 1. Democrat,,13,21,85,30
400841,15,41,5,(3) 3. Independent,6,13,9,1,45
400846,0,85,7,(2) 2. Republican,7,9,9,0,85
400857,0,0,3,(3) 3. Independent,,17,1,60,0
400858,1,65,6,(2) 2. Republican,6,13,23,16,46
400860,40,0,3,(5) 5. Other party SPECIFY,1,12,27,50,0
400862,100,1,2,(1) 1. Democrat,,11,11,97,75
400863,0,75,7,(2) 2. Republican,6,13,15,0,85
400866,85,0,1,(1) 1. Democrat,4,13,28,70,15
400870,0,100,7,(2) 2. Republican,4,11,,15,85
400871,0,70,7,(2) 2. Republican,6,10,23,30,70
400879,100,2,1,(1) 1. Democrat,2,12,23,70,0
400880,100,15,1,(1) 1. Democrat,NA,14,22,100,1
400881,85,16,1,(1) 1. Democrat,1,12,10,71,30
400886,0,50,2,(1) 1. Democrat,NA,5,8,75,50
400887,50,85,5,(3) 3. Independent,6,13,27,50,85
400892,41,32,2,(1) 1. Democrat,,9,19,32,31
400894,62,34,3,(3) 3. Independent,NA,12,3,60,41
400896,70,5,3,(3) 3. Independent,,13,1,85,1
400898,1,84,7,(2) 2. Republican,6,10,19,1,62
400899,50,85,2,(1) 1. Democrat,NA,9,2,60,0
